first_5_words,inhoud,Review,sentiment
Geschreven bij Meindl Ohio 2,"Gore-tex Dames Wandelschoenen 3888-49 - Kleur Blauw - Maat 39 Vandaag ontvangen, heel erg blij mee.Stevige maar soepele schoenen.Heerlijke zacht stof van binnen.Snelle levering. Helemaal prima dus!",,1
Geschreven bij Meindl Ohio Lady,Ohio 2 GTX - Dames - Wandelschoen - A/B - Bruin Hele fijne wandelschoenen,,1
Geschreven bij Meindl Ohio Lady,"2 GTX - Dames - Wandelschoen - A/B - Bruin Zeer comfortabel, ik heb ze niet moeten inlopen want ze voelen direct goed aan en ik heb geen pijn of last gevoeld na mijn eerste staptocht. Ik kocht eerder al een identiek paar van dit merk en zal dit opnieuw doen wanneer ze versleten zijn.",,1
Ik had hiervoor ook al,wandelschoenen van Grisport waar ik super tevreden mee was. Deze zijn nog fijner omdat de voering voor een gedeelte uit leder bestaat.,,1
Lopen lekker,,,1
goede stevige stappers,,,1
"hehe, eindelijk iemand die een","wandelaarsvoet begrijpt..niet alleen dat,, ben zelf heel vaak buiten, meestal op onverharde wegen en paden.en echt,, ik heb veel schoenen versleten, waarvan steeds dure merken. achteraf was dat het net niet.affijn...Deze schoenen zitten werkelijk perfect, ook bij het lopen heb je geweldige steun om je enkel en voet.zelfs bij het stappen krijg je niet zo'n klap op je rug...goede stevige veters waar je gemakkelijk een wandelaars knoop in legt.prachtig afgewerkt, fijne stiksels, echt wol en leer..ik zeg: proberen...",,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 46 Heerlijke lopers!,,1
Aangenaam dragen en vaste voet,om te wandellen,,1
Geschreven bij Travelin' Nyborg -,"Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder.",,1
Top schoen. Zit lekker en,kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..,,1
Geschreven bij Travelin' Svendborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 38 Stevige stapschoen !!!,,1
Geschreven bij Travelin' Svendborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 41 Eergisteren besteld en gisteren binnengekregen. Heb ze gelijk gepast en niet weer uitgedaan. Ze zitten als gegoten en heerlijk licht voor een wandelschoen. Kleur is ook precies als wordt aangegeven. ze zitten als gegoten en lopen heerlijk. Een echte aanrader. Wel even bij vertellen dat ik mijn eigen zooltjes er in draag.,,1
Zitten comfortabelSteunzolen passen er goed,inZijn heel licht,,1
Geschreven bij Travelin' Svendborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 37 Ontzettend fijne, lichte wandelschoen. Ik heb inlegzolen, die werken goed in deze schoenen, omdat je de zolen eruit kan halen. Sluit goed om je voet, is soepel en makkelijk te onderhouden. Mijn dochter leent ze graag als ik ze niet gebruik. Maat valt normaal. Aanrader!",,1
Geschreven bij Travelin' Svendborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 37 Positieve punten van dit artikel zijn: voldoet aan verwachting en goede kwaliteit.,,1
Geschreven bij Travelin' Svendborg -,Lage Heren wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 43 loopt erg lekker,,1
Geschreven bij Travelin' Svendborg -,"Lage Heren wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 43 Hele fijne wandelschoenen, ik kon er gelijk een hele dag op wandelen zonder ze in te lopen. Ook echt waterdicht en hele goede grip in rotsachtige gebieden, echt een aanrader!",,1
De levering was punctueel en,correct. De prijs van de schoenen was interessant en de schoenen beantwoorden aan mijn verwachtingen.,,1
Geschreven bij Travelin' Svendborg -,"Lage Heren wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 42 Heerlijk om te wandelen, licht gewicht en waterdicht. Top",,1
Geschreven bij Regatta Holcombe Wandelschoenen,"Unisex - grijs; zwart; blauw; oranje - Maat 39 Ik heb voor mijn zoon gekocht, hij was blij mee, hij vindt super leuk cadeau",,-1
Geschreven bij Wolky Comfortschoenen Roll,Slide antraciet slangenprint leer Lopen altijd geweldig en zijn ook nog eens mooi!,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Perfecte wandelschoen zeker als je wat een brede voet hebt.Kan je de hele dag dragen zijn licht aan de voet en zeker steun genoeg voor de hele dag in de bergen in Tirol te vertoeven.Zeker een aanrader,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Passen goed in eigen maat en een mooie wandelschoen. Ze zijn wel wat breed en lastig smaller te maken met de veters (ik heb geen smalle of brede voeten, standaard voeten). Veters hebben veel stretch en gaan regelmatig los als je er geen dubbele knoop in legt. Schoenen zitten lekker en zijn goed waterdicht. Geen blaren of drukplekken na de eerste wandeling van 8 km.",,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 38 Te klein voor een 38,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoenen zitten lekker , hoefde er niet aan te wennen",,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 41 Lichte, stevige en waterdichte schoen.",,1
Geschreven bij ENDURANCE Outdoorschuh Zijn,fijne wandelschoenen,,1
Geschreven bij Keen Clearwater Dames,"Wandelsandalen Navy/Blue Glow | Blauw | Polyester | Maat 38 | K1022965 Prima voor de zomer wandelingen, door water of niet.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Zit goed aan de voet,,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Kappa Trekkinglaarzen Bright,"Mid Light 242075-4141 stevige modieuze schoen, ademt goed en is niet zwaar",,1
Geschreven bij MEINDL Sarn Lady,"GORE-TEX - Bruin - Wandelschoen - Maat 37 2 paar Meindl Lady besteld, allebei te klein.Meteen retour gestuurd, Meindl's waren maandag al binnen, vrijdag's nog niks gehoord, dus nog geen geld terug.Duurt veel te lang voordat retouren verwerkt en terug betaald worden.Is bij andere sportzaken wel anders is mijn ervaring.",,-1
Geschreven bij Merrell Moab 2,"Mid Gore-Tex Wandelschoenen - Maat 39 - Vrouwen - zwart/grijs De schoen wordt niet voor niets ""Mother of all boots"" genoemd. Net terug van 10 dagen trekken in Noorwegen. Regen, wind, modder, bergop, bergaf, plassen, rotsen,... Allemaal geen enkel probleem. Wat ik nog wonderbaarlijker vind, is dat ik geen enkele blaar heb opgelopen! Slechts 3x op voorhand aangedaan, inlopen was eigenlijk zelfs niet nodig. Pas bij de laatste dag regen, met een aantal stappen in een rivier, werd mijn linkervoet stilaan nat. Iedereen had reeds enkele dagen natte voeten. Top product!!",,1
Ziet er zeer slecht afgewerkt,"uit, valt klein uit en direct terug gestuurd",,-1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 46 Heerlijke lopers!,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Aangenaam dragen en vaste voet om te wandellen,,1
Geschreven bij Travelin' Nyborg -,"Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder.",,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Stevige en fijn zittende schoen,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede pasvorm hiel mag iets smaller,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoen is perfect maar valt klein.Maat 39 net een half maatje te klein.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Goede wandelschoen met steun en,pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 39 Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 40 Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden. Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over. Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit. Ik ben blij met deze aankoop.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 46 Heerlijke lopers!,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Aangenaam dragen en vaste voet om te wandellen,,1
Geschreven bij Travelin' Nyborg -,"Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder.",,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Top schoen. Zit lekker en kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Perfecte pasvorm en lopen lekker,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
Geschreven bij Travelin' Aborg -,Heren Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 42 Mooie schoenen en sterk.Ik heb deze achoenen gekocht om de voeten droog te houden. Helaas worden je voeten gauw zeiknat. Ook laten de zeikanten binnen een paar maand los.Erg jammer!,,-1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Perfecte pasvorm en lopen lekker,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 39 Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 40 Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden. Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over. Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit. Ik ben blij met deze aankoop.",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Perfecte pasvorm en lopen lekker,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
